代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...8
601899,紫金矿业,2020-01-02,09:30:00,4.62,4.62,4.62,NA
601899,紫金矿业,2020-01-02,09:35:00,4.72,4.6,4.7,NA
601899,紫金矿业,2020-01-02,09:40:00,4.77,4.6,4.74,NA
601899,紫金矿业,2020-01-02,09:45:00,4.77,4.6,4.73,NA
601899,紫金矿业,2020-01-02,09:50:00,4.77,4.6,4.72,NA
601899,紫金矿业,2020-01-02,09:55:00,4.77,4.6,4.73,NA
601899,紫金矿业,2020-01-02,10:00:00,4.85,4.6,4.82,NA
601899,紫金矿业,2020-01-02,10:05:00,4.85,4.6,4.81,NA
601899,紫金矿业,2020-01-02,10:10:00,4.85,4.6,4.79,NA
601899,紫金矿业,2020-01-02,10:15:00,4.85,4.6,4.78,NA
601899,紫金矿业,2020-01-02,10:20:00,4.85,4.6,4.78,NA
601899,紫金矿业,2020-01-02,10:25:00,4.85,4.6,4.78,NA
601899,紫金矿业,2020-01-02,10:30:00,4.85,4.6,4.79,NA
601899,紫金矿业,2020-01-02,10:35:00,4.85,4.6,4.77,NA
601899,紫金矿业,2020-01-02,10:40:00,4.85,4.6,4.76,NA
601899,紫金矿业,2020-01-02,10:45:00,4.85,4.6,4.76,NA
601899,紫金矿业,2020-01-02,10:50:00,4.85,4.6,4.77,NA
601899,紫金矿业,2020-01-02,10:55:00,4.85,4.6,4.77,NA
601899,紫金矿业,2020-01-02,11:00:00,4.85,4.6,4.79,NA
601899,紫金矿业,2020-01-02,11:05:00,4.85,4.6,4.8,NA
601899,紫金矿业,2020-01-02,11:10:00,4.85,4.6,4.78,NA
601899,紫金矿业,2020-01-02,11:15:00,4.85,4.6,4.79,NA
601899,紫金矿业,2020-01-02,11:20:00,4.85,4.6,4.8,NA
601899,紫金矿业,2020-01-02,11:25:00,4.85,4.6,4.8,NA
601899,紫金矿业,2020-01-02,11:30:00,4.85,4.6,4.79,NA
601899,紫金矿业,2020-01-02,11:35:00,4.85,4.6,4.79,NA
